feat1,feat2,feat3,feat4,feat5,feat6,feat7,feat8,target
22.14,57.73,70,23.924,22.7,19.1,58.88,21,204.4
82.18,57.48,10,32.396,82,102.0666667,58.88,71.3,250.4
34.4,56.21,32,21.107,47.3,47.56666667,58.88,29.1,152.4
82.18,55.58,32,34.799,79.8,43.26666667,58.88,62.6,641.6
22.54,58.87,96,30.917,18.8,17.66666667,58.87,18.6,256.2
247.2,58.66,4,62.503,174.7,147.9333333,58.87,147,445
51.48,58.47,32,36.645,44.1,34.7,58.87,42.8,406.8
20.68,58.37,20,70.326,15.3,15.93333333,58.87,15.5,482.2
13.54,57.74,62,24.598,14.4,17.43333333,58.87,15.9,194.2
47.52,57.74,42,36.016,47.5,39.16666667,58.87,44.1,269.2
22.52,57.73,80,33.158,22,22.23333333,58.87,23.5,251.8
39.9,57.47,74,21.833,44.8,51.96666667,58.87,44.3,185.4
29.52,56.21,54,31.929,35.2,38.53333333,58.87,35.8,275.8
37.36,56.2,32,29.559,44.3,44.1,58.87,43.6,326.4
38.88,60.29,34,16.875,39.4,12.8,58.86,17.2,223
50.68,59.86,32,22.101,55.7,21.26666667,58.86,24.4,177.6
21.7,59.1,26,50.389,22.7,20.96666667,58.86,21.4,343
41.38,58.92,32,46.771,31.2,29.63333333,58.86,29.9,424
55,58.84,44,42.143,43.3,38.7,58.86,42.8,473
36.32,58.82,44,50.7,27.8,27.73333333,58.86,27.8,466
51.82,58.16,28,35.774,49.7,45.7,58.86,47.9,227.8
26.86,57.7,58,32.391,22.3,25.03333333,58.86,22.5,375
48.54,57.47,76,28.833,45,42.4,58.86,47.4,230.4
58.38,57.46,8,52.452,50.3,53.06666667,58.86,49.1,323.8
107.66,55.55,26,38.019,107,62.66666667,58.86,79.6,542.4
103.12,60.25,28,33.462,88,20.53333333,58.85,28.1,290.4
77.66,59.23,26,28.102,76.3,60.53333333,58.85,68.2,288.8
82.9,59,30,43.553,69.1,62.4,58.85,68,441.2
40.48,58.89,40,52.903,31.3,29.3,58.85,30.9,478.8
42.08,58.8,40,41.685,37,24.83333333,58.85,31.4,435
83.52,58.21,36,40.365,70,72.13333333,58.85,69.9,348.4
58.36,61.78,84,21.434,57.6,39.4,58.84,44,88
20.12,59.18,28,31.042,18.7,15.4,58.84,18.5,304
15.42,58.75,54,84.882,10.8,10.5,58.84,11.1,553.2
67.06,58.74,34,51.721,46.3,47.23333333,58.84,44.7,474.2
39.06,58.16,62,24.906,36.6,33.3,58.84,31.6,245
5.06,58.03,56,14.732,5,6.7,58.84,5.1,312.6
99.12,57.73,14,34.426,94.1,100.2,58.84,91.5,278
40.56,58.76,28,65.322,25.5,26.03333333,58.83,25.1,788
61.68,58.71,30,25.183,55.7,34.66666667,58.83,56.2,586.6
142.76,58.69,10,56.902,122.7,87.43333333,58.83,113.9,486.4
25.04,58.68,74,30,26.7,22.86666667,58.83,25.6,243.8
50.12,57.82,70,38.472,40.6,43.86666667,58.83,39.8,395.2
42.48,61.31,44,24.519,43.2,27.63333333,58.82,31.3,115
16.22,59.26,28,35.938,16.1,11.73333333,58.82,12.1,280.6
68.3,59.25,18,43.646,56.2,40.26666667,58.82,47.9,371.8
42.24,59.23,16,37.125,36,26.06666667,58.82,34.4,350
30.56,59.19,32,24.688,35.1,24.3,58.82,31.9,277.6
50.82,58.8,36,51.857,41.4,42.53333333,58.82,40.5,440.2
56.14,58.75,32,47.941,45.9,40.03333333,58.82,42.9,495.2
31.68,58.73,32,60.302,26.4,20.43333333,58.82,22.6,546.2
142.08,58.69,14,63.528,97,92.4,58.82,92,549
42.02,58.67,84,23.333,48,31.5,58.82,42.6,232
46.66,58.07,42,48.125,37.7,35.76666667,58.82,33.2,322.2
49,57.99,62,24.674,55.9,48.63333333,58.82,47.8,261.8
8.22,57.96,70,25.625,7.4,6.433333333,58.82,5.9,293.8
26.52,57.79,32,19.464,28.6,16.96666667,58.82,29.7,225
24.88,57.64,86,28.75,20.9,20.36666667,58.82,19.7,375
31.44,60.23,20,58.453,23.2,8.233333333,58.81,10.4,387.6
29.66,59.55,34,14.896,28.4,16.03333333,58.81,21.1,166.6
22.62,59.05,28,39,19.3,17.33333333,58.81,17.8,360.8
50.88,58.95,32,45.129,43.1,39.96666667,58.81,41.2,392.6
82.28,58.85,16,44.085,71,75.6,58.81,71.6,278.8
88.3,58.71,22,32.321,72.3,50.66666667,58.81,62.7,781.6
35.08,58.67,32,48.17,28.4,25.76666667,58.81,27.7,294
38.74,58.66,52,61.185,28.6,25.63333333,58.81,27.4,358.4
48,58.13,54,37.687,43.5,36.16666667,58.81,44.4,330.4
14.06,58.04,70,32.25,11.7,9.666666667,58.81,10.7,354.2
32.42,57.93,54,21.513,36.3,30.3,58.81,34.5,199.4
80.38,57.81,16,27.321,85.7,65.3,58.81,78.2,350
18.12,59.25,10,43.523,14.4,12.53333333,58.8,14.1,376.4
20.78,59.2,32,29.688,18.2,18.46666667,58.8,18.4,256.6
97.94,58.73,22,77.499,63.6,64.36666667,58.8,61.6,669.6
59.4,58.7,56,43.214,47.1,45.96666667,58.8,46.3,263.4
44,58.68,18,34.896,42.2,31.26666667,58.8,36.9,287.6
32.1,58.66,34,54.7,21.7,24.4,58.8,24.1,409.6
52.68,58.36,28,38.897,46.3,46.73333333,58.8,43.2,351.4
34.64,58.28,40,39.808,30.7,33.3,58.8,30.5,320.4
12.16,58.02,88,33.882,10.8,9.566666667,58.8,8.3,250
8.8,57.97,78,60.582,8.3,9,58.8,9.7,315.4
68.3,57.83,36,44.423,58,63.73333333,58.8,56.2,322.8
7.9,57.81,52,73.718,7.4,6.433333333,58.8,7.2,425
6.22,57.8,74,40.972,6.1,5.7,58.8,5.4,203.6
65.28,57.8,56,37.546,57.6,50.4,58.8,56.7,270.6
33.96,57.8,48,35.625,34.4,30.9,58.8,31.3,261.6
1.16,57.78,8,33.75,2.9,2.633333333,58.8,2.9,212.6
42.2,57.6,60,23.173,40.6,43.36666667,58.8,34.5,173
74.76,56.14,24,39.647,71,77.9,58.8,66.4,270
13.94,59.49,36,25.568,15,11.86666667,58.79,11.4,154.2
73.82,58.83,42,35.607,64,58.6,58.79,60.3,303.8
32.16,58.76,32,31.583,29.6,26.4,58.79,28.6,478.4
91.04,58.75,22,43.962,63.9,66.86666667,58.79,62.3,528.8
59.74,58.67,38,30.533,62.6,53.66666667,58.79,60.5,224.2
110,58.67,22,41.071,95.6,94.23333333,58.79,94.6,291.6
138.8,58.66,30,54.889,101.9,94.3,58.79,99,464.6
68.86,58.65,28,56.529,51,47.1,58.79,50.5,392
37.66,57.81,16,51.93,29.8,33.3,58.79,30.1,344.2
73.34,57.81,24,50.369,64,72.43333333,58.79,65.2,327.8
7.4,57.8,90,14.853,8.4,5.566666667,58.79,7,203.6
6,57.8,88,21.786,7.2,5.333333333,58.79,7.3,241.6
37.24,57.8,66,26.053,42.9,32.36666667,58.79,38.9,198.4
13.98,57.8,62,27.443,18.6,15.33333333,58.79,17,188.4
16.22,57.79,66,16.724,18.5,14.86666667,58.79,19.8,193.8
5.88,57.5,68,30,4.9,4.9,58.79,4.7,325
45.08,59.43,34,17,48.5,33.56666667,58.78,43.3,184.6
28.1,59.11,28,30.804,26.9,22,58.78,22.8,313.6
50.62,58.92,38,44.958,46.1,40.2,58.78,42.9,385.2
50.42,58.8,22,35.265,52.1,46.33333333,58.78,47.7,249.6
68.36,58.78,16,63.914,51.4,43.73333333,58.78,40.9,436
36.86,58.71,46,44.695,27.3,27.26666667,58.78,27.6,429.4
125.24,58.68,20,34.506,127.8,98.46666667,58.78,116.9,278
28.24,58.67,40,40.5,22.6,23.33333333,58.78,22.7,261.4
7.88,58.58,50,22.33,9.4,5.166666667,58.78,8.3,110
41.08,58.43,40,45.368,33.9,31.13333333,58.78,33.6,438.6
53.1,58.4,28,46.989,44.1,42.56666667,58.78,42.2,427.6
88.22,58.16,48,34.75,77.6,67.93333333,58.78,73.2,302.4
6.86,58.04,84,55.376,5,3.866666667,58.78,4.9,425
36.82,58,70,28.167,30,26.1,58.78,28.5,324.2
29.68,57.96,62,26.25,31.4,38.76666667,58.78,33.6,144.2
34.74,57.96,60,19.875,38.1,39.23333333,58.78,34.7,112.8
21.1,57.95,60,28.676,21.1,20.96666667,58.78,17,153.8
6.72,57.93,42,47.5,6.8,6.866666667,58.78,7.3,242.8
89.04,57.82,26,31.964,94.9,91.33333333,58.78,93.7,283
36.22,57.81,40,40.125,35.2,39.7,58.78,32.7,243
20.76,57.8,74,21.25,22.2,17.36666667,58.78,21.1,183.8
52.16,57.8,56,21.186,57.6,57.3,58.78,55.4,188.8
6.7,57.8,26,16.111,8.9,8.233333333,58.78,7.7,148.2
62.14,57.79,10,44.766,47.7,51.63333333,58.78,44.3,338.8
43.04,57.79,76,25.025,45.1,44,58.78,45.7,203.8
21.04,57.79,72,17.228,22.1,23.73333333,58.78,21.2,210
42.46,57.72,68,26.368,38.7,43.66666667,58.78,36.8,331.2
64.58,60.29,42,21.524,66.7,50.03333333,58.77,58.2,154.2
14.5,60.01,76,16.25,19,7.3,58.77,11.5,150
25.3,59.27,22,33.603,22.4,19.1,58.77,20.5,325
98.94,58.71,36,48.542,71.4,74.23333333,58.77,67.5,341
105.36,58.69,38,39.226,84.9,78.56666667,58.77,84.9,297.4
105.32,58.67,54,38.954,97.1,81.06666667,58.77,94.8,266
64.86,58.66,38,48.088,54.6,44.46666667,58.77,51.5,339
7.86,58.12,44,39.5,5.8,4.466666667,58.77,5.7,356.2
12.66,58.09,46,64.562,9.1,7.866666667,58.77,8.3,460
36.58,58.04,64,61.805,26.2,22.56666667,58.77,24.3,495.8
10.46,57.99,76,55.693,8,7.533333333,58.77,7.2,306.2
16.98,57.98,54,50.362,13.7,12.43333333,58.77,13.1,362.6
16.22,57.95,72,26.25,16.8,17.13333333,58.77,15.2,178.4
41.62,57.95,64,27.958,47.2,44.73333333,58.77,41.1,118
5.36,57.94,40,11.25,7.8,2.566666667,58.77,4.9,300
11.8,57.92,56,18.958,12.9,10.5,58.77,9.9,171.4
1.96,57.87,98,36.5,2.4,1.966666667,58.77,2.6,325
25.78,57.82,16,46.821,23.5,28.9,58.77,23.9,277
36.94,57.82,28,49.271,32.5,34.33333333,58.77,30.9,310.6
41.7,57.81,32,55.591,34.2,41.2,58.77,34.5,298.6
58.12,57.81,30,42.431,53.7,62.86666667,58.77,55.7,274.2
49.02,57.8,22,22.254,66.5,38.5,58.77,53.3,261.6
39.7,57.79,46,27.734,42.4,39.93333333,58.77,38.9,233.6
38.44,57.79,42,40.815,37.3,37.66666667,58.77,37.2,235.8
5.46,57.78,40,48.229,4.9,4.966666667,58.77,4.9,316.6
41.9,56.33,46,30.543,53.6,61.93333333,58.77,45.7,184.8
31.94,60.31,72,35.962,30.1,21.06666667,58.76,26.2,187.2
12.64,59.65,70,23.684,14.8,7.366666667,58.76,10.2,125
55.7,59.37,32,23.886,61.6,46.23333333,58.76,53,178.8
19.66,59.22,28,22.917,16.3,13.3,58.76,16.1,290.2
245.18,58.82,10,54.498,164.3,160.6333333,58.76,158.2,434.6
28.38,58.79,46,31.875,26.1,23.53333333,58.76,26.9,220.4
52.3,58.79,30,37.904,48.5,35.43333333,58.76,42.8,346.4
10.98,58.78,36,8.691,14.3,8.3,58.76,13.6,273
37.02,58.78,22,35.288,35.2,34.96666667,58.76,36.9,282.2
182.74,58.75,10,54.896,136.8,122.2333333,58.76,129.4,459.2
72.1,58.72,24,49,57.6,51.86666667,58.76,54.9,407.4
64.86,58.7,26,57.133,48.8,52.83333333,58.76,48,333.6
28.04,58.68,40,37.426,23.6,22.53333333,58.76,23.6,271
71.16,58.67,56,40.182,58.9,58.06666667,58.76,58.1,263.4
66.7,58.66,28,62.082,44,44.3,58.76,42.9,500.6
89.82,58.64,26,52.59,68.9,55.23333333,58.76,66.7,498.8
51.86,58.22,56,33.929,48.7,45.5,58.76,45.7,226
30.52,58.01,44,24.342,29.9,26.33333333,58.76,30,250
29.42,58,50,24.688,30,24.03333333,58.76,30.4,253.6
9,57.98,66,11.964,12.3,7.866666667,58.76,10.3,160.8
17.72,57.97,94,21.991,19.6,17.23333333,58.76,18.8,134.4
23.5,57.96,74,28.75,26,31.7,58.76,26.7,115.4
17.48,57.96,58,19.187,21.7,26.26666667,58.76,22.2,115.4
7.22,57.95,72,37.734,6.3,5.633333333,58.76,6.2,127.6
44.64,57.94,10,28.705,48.8,61.9,58.76,43.5,227.2
23.7,57.93,42,20.893,23.7,32,58.76,24.5,130
1,57.9,32,26.25,1,0.666666667,58.76,0.6,275
123.38,57.82,18,51.047,95.9,112.6,58.76,94.5,315.8
77.66,57.81,12,35.595,80,77.3,58.76,78.7,322
103.02,57.79,14,40.75,86.7,85.1,58.76,80.5,390
33.82,56.34,66,26.648,30.8,26.4,58.76,26.2,329.2
32.84,56.33,26,31.222,41.8,51.13333333,58.76,38.8,251
19.16,60.27,50,26.25,24.5,0.933333333,58.75,1.6,135
19.98,59.17,18,21.25,18.9,13.7,58.75,17.6,303.6
101.88,58.8,28,55.205,72.9,65.8,58.75,70.5,377.4
136.76,58.72,30,52.177,94.1,105.5333333,58.75,92.6,325.4
145.54,58.72,20,44.85,116.8,116.9,58.75,113.1,358.8
74.26,58.71,28,43.009,63.7,61.5,58.75,63.5,286.8
20.28,58.69,48,41.607,18.5,20.2,58.75,19.4,225.6
61,58.69,34,45.562,48.1,49.66666667,58.75,48.9,269
29.94,58.68,30,49.688,24.3,24.33333333,58.75,24.2,271.2
10.06,58.68,26,61.943,7,8.9,58.75,7.7,552.2
123.1,58.67,28,42.262,103.4,80.23333333,58.75,94.1,488.6
73.4,58.66,52,50.2,55.6,53.86666667,58.75,55,339.2
55.28,58.64,42,56.864,36.3,30.06666667,58.75,36,517.4
23.48,58.14,32,23,24.2,15.46666667,58.75,26.1,266.6
26.1,58.13,50,32.993,27,26.3,58.75,23.5,182.2
42.06,58.07,56,30.592,42.2,38.9,58.75,39.1,305.6
39.34,58.05,50,35.735,36.2,34.5,58.75,36.1,213.6
61.6,58.04,52,49.861,47.3,41.9,58.75,46.5,403.6
49.3,58.03,58,66.605,32.7,28.63333333,58.75,31.5,441.4
47.94,58.01,32,26.994,50.1,35.1,58.75,55.7,225
8.92,58,42,28.958,7.3,6.066666667,58.75,5.7,270
35.3,57.98,78,15.329,41.4,35.2,58.75,41.4,96.6
17.1,57.97,82,20.375,18.9,23.86666667,58.75,20.6,150
25.76,57.97,68,17.895,34.4,28.2,58.75,29.3,126.2
44.1,57.96,52,24.866,47.8,57.66666667,58.75,47.2,136.6
40.02,57.95,92,19.402,42.8,46.13333333,58.75,40.1,124.4
34.06,57.95,80,20.817,36.2,40.26666667,58.75,37.3,110.6
30.18,57.94,60,17.798,30.8,32.23333333,58.75,27.8,131.8
19.28,57.94,56,23.269,23.2,26.06666667,58.75,21.8,111.8
33.46,57.93,62,20.833,38.2,57.8,58.75,40,96.6
42.18,57.92,38,24.097,42.7,58.06666667,58.75,42.6,132
48.6,57.76,44,34.009,41.7,43.06666667,58.75,39.1,364.8
143.46,58.74,44,33.941,131.4,117.5333333,58.74,131.6,271.8
66.46,58.73,28,53.451,49.9,50.9,58.74,54,344.2
156.24,58.7,18,43.826,134.8,109.1666667,58.74,117.8,293.2
78.34,58.69,34,52.586,63.8,60.3,58.74,56.4,274
61.6,58.68,8,27.477,82.7,39.83333333,58.74,68.3,266
85.12,58.68,26,52.051,61.9,64.93333333,58.74,62.2,334.8
36.6,58.67,36,42.273,31.3,30.16666667,58.74,36.1,283.6
22.9,58.66,16,40.781,24.1,14.9,58.74,21.6,248.6
63.4,58.66,38,61.183,44.4,44.8,58.74,45.2,443.2
53.1,58.65,34,46.484,42.1,33.03333333,58.74,38.4,541.2
21.96,58.64,80,48.375,17.5,13.83333333,58.74,16,434.8
67.42,58.14,20,35.333,66.5,60.76666667,58.74,65.4,233.6
28.38,58.13,76,22.188,41.1,40.86666667,58.74,39.7,137.6
50.98,58.13,50,20.875,67.5,68.43333333,58.74,64.8,166.2
36.36,58.12,54,18.575,45.9,39.4,58.74,42.8,147.6
55.4,58.11,16,31.284,64.2,53.7,58.74,63.3,230.2
41.16,58.11,8,42.448,36.6,31.1,58.74,31.6,301.8
18.6,58.09,70,20.625,18.6,17.5,58.74,20.1,310
8.58,57.99,54,23.333,10.2,5.966666667,58.74,9,175
32.66,57.98,82,9.782,43.3,29.5,58.74,41.3,108.4
65.48,57.98,64,21.265,82,68.33333333,58.74,73.8,111.4
47.96,57.97,82,30.352,44.8,38.1,58.74,44.4,139.6
23.78,57.97,62,25.536,29.5,29.7,58.74,29.2,101
18.8,57.96,86,23.056,20.8,23,58.74,18.1,124.6
10.54,57.96,86,25,13.3,12.23333333,58.74,15.2,127.2
10.7,57.96,80,25.234,10.5,11.16666667,58.74,10.2,125.6
30.22,57.96,70,17.898,31.6,29.73333333,58.74,30.4,127
16.38,57.95,88,17.25,18.4,22.56666667,58.74,18.3,118.6
36.82,57.95,78,21.583,42.8,45.6,58.74,39,124
32.2,57.94,86,17.574,41.2,46.96666667,58.74,36.5,103.4
42.18,57.93,66,14.583,53.1,74.93333333,58.74,58.8,106
9.3,57.88,84,31.719,9.3,8.533333333,58.74,9.3,316.6
2.92,56.32,60,23,4.1,5.466666667,58.74,4,412.6
41.88,58.87,32,44.769,35.8,36.4,58.73,35.7,382.8
25.84,58.75,86,27.188,30.7,21.56666667,58.73,24.9,170.6
96.24,58.75,42,25.083,111.7,66.16666667,58.73,104.5,257
77.38,58.74,38,26.065,88.7,69.53333333,58.73,68.5,309.8
93.28,58.72,12,60.804,64.4,70.16666667,58.73,66.3,397.4
81.64,58.71,32,44.609,66.6,63.73333333,58.73,65.2,285.8
74.94,58.7,32,46.488,58.6,60.56666667,58.73,59,290.6
67.78,58.69,32,44.489,59.7,55.8,58.73,56.8,291.2
63.7,58.67,32,25.199,88.6,51.66666667,58.73,80.2,298
42.32,58.67,30,27.388,52.4,28.86666667,58.73,51.9,223.2
34.02,58.67,30,38.906,34.6,24.1,58.73,35.2,257.4
37.82,58.66,38,61.872,26.6,22.6,58.73,25.5,377.4
39.68,58.65,66,52.949,28.9,28.06666667,58.73,27.6,346.6
55.6,58.44,38,58.831,41.4,44,58.73,40.4,419.8
22.88,58.31,34,44.107,20.2,20.86666667,58.73,17.8,303.2
18.58,58.14,80,21.25,25.7,19.2,58.73,22.9,275
21.62,58.13,104,21.979,25.7,14.56666667,58.73,22.5,228.2
48.04,58.13,80,21.771,50.9,39.9,58.73,48.6,196.4
52.28,58.13,78,19.238,63.4,62.06666667,58.73,65.4,141.4
52.14,58.13,70,17.5,68.5,67.2,58.73,61.8,165.8
47.12,58.12,88,24.949,48.2,34.76666667,58.73,44.3,216
44.64,58.12,74,25.587,50.4,48.5,58.73,47.1,175.6
40.78,58.11,30,38.672,38.4,39.26666667,58.73,37.5,240.2
63.26,58.11,22,24.482,79.4,70.2,58.73,76.2,206
7.56,58.05,52,34.107,7.5,5.466666667,58.73,6.5,165.6
6.84,58.02,64,29.821,5.8,4.6,58.73,5.2,310
20.1,57.98,86,26.812,20,16.4,58.73,17.2,145.6
20.46,57.97,78,11.141,24.3,18.33333333,58.73,22.4,108.8
11.66,57.96,104,25.625,11.4,10.33333333,58.73,9.3,108.4
18.96,57.96,86,19.62,22.1,24.96666667,58.73,20.8,105.4
32.48,57.96,86,14.25,44.8,60.16666667,58.73,44,122.6
9.22,57.96,82,12.75,10.1,12.73333333,58.73,7.9,108
26.36,57.95,104,18.261,30.8,45.6,58.73,31,109.2
11.14,57.95,86,17.212,16.5,19.1,58.73,14.4,118
10.24,57.94,76,17.386,13.3,22.53333333,58.73,12.4,104
29.02,57.93,48,21.25,32,47.1,58.73,28.3,122.4
19.36,57.88,86,16.458,24.9,22.13333333,58.73,24,167.2
20.2,57.87,68,29.531,20.6,22.6,58.73,23.4,208
23.4,57.82,52,26.458,23.8,27.66666667,58.73,21.6,255
37.06,57.79,32,27.083,39,33.76666667,58.73,36.2,347.8
24.46,57.56,62,28.558,33,35.56666667,58.73,24.5,200
25.94,58.9,62,27.656,25.9,25.5,58.72,24,187.2
180.06,58.8,14,38.16,173.9,148.1666667,58.72,159.1,295.8
9.86,58.75,104,21.08,8.9,6.3,58.72,9.4,167.6
84.46,58.73,12,54.19,67.2,58.23333333,58.72,63.1,534.8
81.06,58.71,16,28.973,91.2,67.76666667,58.72,89.7,234.2
61.9,58.71,70,35.75,59.4,51.66666667,58.72,57.6,227
116.56,58.7,30,37.813,105.1,95.6,58.72,103.7,286.4
116.54,58.7,28,30.212,124.6,85.93333333,58.72,103.8,225.8
69.34,58.68,32,37.5,61.5,49.26666667,58.72,60.1,294.6
228.84,58.68,28,26.016,269,202.2666667,58.72,243.5,242.4
34.54,58.67,46,54.797,26.4,27.76666667,58.72,25.8,320
154.82,58.66,34,37.869,140.1,105.1,58.72,133.1,432.2
69.18,58.64,48,48.661,57.3,44.53333333,58.72,54.4,372.4
71.48,58.64,38,36.298,66.9,45.76666667,58.72,64.3,484.2
2.4,58.63,72,102.264,1.6,1,58.72,1.4,700
50.94,58.61,46,24.722,50.4,41.16666667,58.72,46.9,206.6
58.76,58.61,44,27.356,61.9,50.03333333,58.72,56.1,192.2
22.44,58.6,50,31.654,19.8,18.8,58.72,21.3,223.2
33.42,58.6,34,31.194,37.8,28.26666667,58.72,35.1,225
83.76,58.59,6,30.481,113.6,69.36666667,58.72,99.5,185
141.76,58.55,70,26.981,127.9,162.8333333,58.72,127.2,225
26.74,58.17,38,40.924,23.6,24.8,58.72,22.5,488.4
65.56,58.14,74,33.987,62.3,47.7,58.72,57.5,199
37.84,58.13,96,40.625,33.3,26.8,58.72,35.2,286.4
67.32,58.13,64,25.401,67.6,63.86666667,58.72,69.7,250.8
65.36,58.12,68,28.237,64,63.53333333,58.72,62.8,221.4
59.48,58.11,20,38.825,58.8,51.96666667,58.72,56.8,273.6
48.64,58.1,26,25.556,58.6,48.03333333,58.72,60.6,266.2
16.52,58.03,22,39.265,15,22.8,58.72,16.6,214.8
71.7,58.03,22,30.907,72.9,92.3,58.72,71.5,188.2
37.36,58.02,16,31.75,39.2,41.93333333,58.72,38.9,191.8
9.9,57.99,84,28.854,11.6,9.466666667,58.72,9.7,111.4
18.82,57.98,104,21.429,18.4,13.8,58.72,17.1,139.8
46.96,57.97,94,16.5,50.7,48.5,58.72,47.9,132
38.84,57.96,56,9.365,72.4,53.93333333,58.72,63.8,105
20.52,57.95,92,12.904,33,36.96666667,58.72,33.3,126.6
35.32,57.94,96,17.039,44.4,46.86666667,58.72,42.1,105.4
28.12,57.94,88,14.688,35.7,49.63333333,58.72,38.6,113.6
56.12,57.94,80,18.814,68.5,75.6,58.72,63.5,115.4
53.6,57.94,70,19.375,63.4,72.93333333,58.72,61.1,113.4
29.82,57.93,46,21.591,34.6,40.76666667,58.72,34.3,135.6
9.98,57.92,72,21.705,11.5,15.03333333,58.72,12.4,120.6
16.4,57.91,62,16.9,17.9,19.2,58.72,15.5,131.8
7.42,57.9,56,9.614,7.1,5.7,58.72,7,111.4
13.92,57.83,64,25.156,15.1,14.76666667,58.72,14.4,172.6
184.1,57.82,20,36.5,177.4,197.8333333,58.72,167.3,238.8
40.38,58.9,90,31.691,39.4,36.8,58.71,40.7,217.4
13.06,58.89,20,33.889,12,13.56666667,58.71,14.6,221.6
23.96,58.76,24,60.097,17.4,14.76666667,58.71,17,375
37.5,58.71,64,35.769,36.1,34.23333333,58.71,34.3,207.6
101.96,58.68,24,35.444,109.4,67.63333333,58.71,106.5,265
39.84,58.67,40,36.516,36.3,29.63333333,58.71,34.6,261
54.88,58.65,54,38.816,46.4,44.66666667,58.71,45.2,294.6
36.28,58.61,52,44.519,29.9,32.1,58.71,31.7,221
271.06,58.61,34,39.727,247.4,218.1333333,58.71,235.9,265.4
25.52,58.6,58,40.938,22.5,20,58.71,22.3,218.2
49.2,58.59,38,36.563,47,44.86666667,58.71,48,191.2
43.86,58.36,34,45.272,38.6,38.26666667,58.71,37.2,383.4
31.08,58.28,22,48.073,26,26.43333333,58.71,23.3,313.4
83.66,58.15,46,48.787,63.3,62.86666667,58.71,62.8,350.6
55.4,58.14,68,32.338,54.4,46.96666667,58.71,53.5,203.6
30,58.14,68,25.15,33.7,22.46666667,58.71,28.2,221.6
16.72,58.14,54,38.75,13.2,10.1,58.71,13.3,254.8
20.16,58.13,62,23.917,21.2,15.1,58.71,19.5,227
63.36,58.13,40,50,51.4,46.33333333,58.71,49,309.6
30.68,58.12,36,39.607,27.5,24.7,58.71,26.3,265
23.7,58.07,42,31.917,20.7,17.76666667,58.71,21.3,409
42.56,58.04,32,31.779,44.1,62,58.71,45.9,194.6
40.42,58.03,14,25.842,44.1,53.83333333,58.71,40.6,222.6
87.12,58.03,32,22.672,88.1,54.3,58.71,81.8,182.2
128.06,58.01,4,44.871,111.6,110.9,58.71,95.7,275.8
1.38,58.01,20,37.5,1.6,1.666666667,58.71,2,241.6
27.84,58,8,23.75,32.2,59.46666667,58.71,30.9,249
80.76,58,24,19.698,107.4,114.6666667,58.71,94.2,224.6
18.6,57.99,82,34.141,19.1,15.43333333,58.71,18.5,181.2
50.02,57.98,98,25.043,56.5,39.03333333,58.71,55,153.4
12.5,57.98,84,26.25,14.3,17.76666667,58.71,15.9,130.8
59.9,57.97,104,17.794,55.5,46.4,58.71,50.3,197.6
32.2,57.97,104,12.962,48,34.16666667,58.71,44,220.4
5.74,57.96,104,8.738,11.9,5.133333333,58.71,8.5,150
33.38,57.96,100,13.191,55.8,44.66666667,58.71,48.4,184.6
35.56,57.96,96,13.438,54.1,41.23333333,58.71,46.2,206.2
5.76,57.95,104,6.96,8.6,9.066666667,58.71,5.4,85
2.14,57.95,104,7.917,7.9,5.566666667,58.71,5.3,45
15.22,57.95,32,7.714,30.6,14.6,58.71,28.2,175
56.54,57.94,80,20.303,65.5,67.9,58.71,57.4,127.6
49.76,57.93,74,25.51,57.8,61.8,58.71,51.4,118.2
28.76,57.93,48,27.829,35.1,43.13333333,58.71,34.2,123.6
21.92,57.92,24,31.053,24,39.16666667,58.71,27.8,146.2
3.22,57.89,52,57.485,2.7,51.4,58.71,3,325
9.76,57.87,58,26.563,10.8,10.26666667,58.71,11.5,206.2
32.6,57.72,44,19.792,40.4,146.7333333,58.71,35.8,126
72.2,56.9,34,58.324,59.3,57.8,58.71,55.9,748.4
30.58,58.89,90,29.866,31.7,26.43333333,58.7,28.1,182.6
78.06,58.75,72,26.55,88.5,77.1,58.7,80.4,172.6
87.48,58.74,82,23.611,103.9,79.56666667,58.7,95.9,175.8
111.16,58.73,18,36.455,109.9,90.56666667,58.7,104.3,278.4
50.28,58.72,30,22.813,48.2,38.86666667,58.7,50.3,263.8
108.68,58.71,34,28.226,110.6,91.83333333,58.7,104.7,199.8
146.68,58.7,36,32.35,133.2,111.3,58.7,127.1,249.4
131.5,58.69,42,40.739,110.5,111.9333333,58.7,109.8,230.8
42.7,58.69,26,36.995,42.9,25.96666667,58.7,43.2,269.8
53.1,58.68,38,52.817,43.8,41.76666667,58.7,45.4,281.2
42.9,58.67,46,42.037,34,34.06666667,58.7,34.9,250.8
24.68,58.67,40,48.523,20.8,21.63333333,58.7,21.1,286
80.36,58.67,30,30.733,85,69,58.7,81.4,239.6
58.3,58.66,64,33.188,49.2,43.06666667,58.7,45.4,234.2
67.82,58.66,56,42.188,55,51.53333333,58.7,55.3,278.4
76.48,58.66,42,37.12,63.4,60.6,58.7,60,278
33.3,58.65,72,35.852,29.3,28.2,58.7,30.6,243.2
63.84,58.65,52,45.278,44.7,37.73333333,58.7,41.8,288.6
100.02,58.64,40,40.833,83,77.66666667,58.7,83,320
